18,28,883,,,,,,,,,,,,,,,,,,
18,29,497,,,,,,,,,,,,,,,,,,
18,30,539,,,,,,,,,,,,,,,,,,
18,31,439,,,,,,,,,,,,,,,,,,
11,19,325,,,,,,,,,,,,,,,,,,
11,20,396,,,,,,,,,,,,,,,,,,
11,21,754,,,,,,,,,,,,,,,,,,
11,22,22.8,,,,,,,,,,,,,,,,,,
11,23,337,,,,,,,,,,,,,,,,,,
11,24,291,,,,,,,,,,,,,,,,,,
11,25,257,,,,,,,,,,,,,,,,,,
11,26,551,,,,,,,,,,,,,,,,,,
11,27,569,,,,,,,,,,,,,,,,,,
11,28,575,,,,,,,,,,,,,,,,,,
11,29,282,,,,,,,,,,,,,,,,,,
11,30,280,,,,,,,,,,,,,,,,,,
11,31,586,,,,,,,,,,,,,,,,,,
15,19,680,,,,,,,,,,,,,,,,,,
15,20,23.4,,,,,,,,,,,,,,,,,,
15,21,540,,,,,,,,,,,,,,,,,,
15,22,437,,,,,,,,,,,,,,,,,,
15,23,751,,,,,,,,,,,,,,,,,,
15,24,704,,,,,,,,,,,,,,,,,,
15,25,671,,,,,,,,,,,,,,,,,,
15,26,756,,,,,,,,,,,,,,,,,,
15,27,722,,,,,,,,,,,,,,,,,,
15,28,647,,,,,,,,,,,,,,,,,,
15,29,696,,,,,,,,,,,,,,,,,,
15,30,694,,,,,,,,,,,,,,,,,,
15,31,603,,,,,,,,,,,,,,,,,,
17,19,749,,,,,,,,,,,,,,,,,,
17,20,532,,,,,,,,,,,,,,,,,,
17,21,1047,,,,,,,,,,,,,,,,,,
17,22,440,,,,,,,,,,,,,,,,,,
17,23,557,,,,,,,,,,,,,,,,,,
17,24,488,,,,,,,,,,,,,,,,,,
17,25,477,,,,,,,,,,,,,,,,,,
17,26,247,,,,,,,,,,,,,,,,,,
17,27,213,,,,,,,,,,,,,,,,,,
17,28,139,,,,,,,,,,,,,,,,,,
17,29,501,,,,,,,,,,,,,,,,,,
17,30,463,,,,,,,,,,,,,,,,,,
17,31,1011,,,,,,,,,,,,,,,,,,
12,19,716,,,,,,,,,,,,,,,,,,
12,20,722,,,,,,,,,,,,,,,,,,
12,21,1238,,,,,,,,,,,,,,,,,,
12,22,508,,,,,,,,,,,,,,,,,,
12,23,449,,,,,,,,,,,,,,,,,,
12,24,346,,,,,,,,,,,,,,,,,,
12,25,352,,,,,,,,,,,,,,,,,,
12,26,73.7,,,,,,,,,,,,,,,,,,
12,27,69.4,,,,,,,,,,,,,,,,,,
12,28,59,,,,,,,,,,,,,,,,,,
12,29,370,,,,,,,,,,,,,,,,,,
12,30,322,,,,,,,,,,,,,,,,,,
12,31,1028,,,,,,,,,,,,,,,,,,
14,19,757,,,,,,,,,,,,,,,,,,
14,20,747,,,,,,,,,,,,,,,,,,
14,21,1263,,,,,,,,,,,,,,,,,,
14,22,557,,,,,,,,,,,,,,,,,,
14,23,492,,,,,,,,,,,,,,,,,,
14,24,387,,,,,,,,,,,,,,,,,,
14,25,393,,,,,,,,,,,,,,,,,,
14,26,33.2,,,,,,,,,,,,,,,,,,
14,27,4.3,,,,,,,,,,,,,,,,,,
14,28,79.2,,,,,,,,,,,,,,,,,,
14,29,411,,,,,,,,,,,,,,,,,,
14,30,266,,,,,,,,,,,,,,,,,,
14,31,1075,,,,,,,,,,,,,,,,,,
10,19,338,,,,,,,,,,,,,,,,,,
10,20,636,,,,,,,,,,,,,,,,,,
10,21,994,,,,,,,,,,,,,,,,,,
10,22,233,,,,,,,,,,,,,,,,,,
10,23,102,,,,,,,,,,,,,,,,,,
10,24,61.4,,,,,,,,,,,,,,,,,,
10,25,28,,,,,,,,,,,,,,,,,,
10,26,403,,,,,,,,,,,,,,,,,,
10,27,421,,,,,,,,,,,,,,,,,,
10,28,434,,,,,,,,,,,,,,,,,,
10,29,52.2,,,,,,,,,,,,,,,,,,
10,30,57,,,,,,,,,,,,,,,,,,
10,31,741,,,,,,,,,,,,,,,,,,
13,19,384,,,,,,,,,,,,,,,,,,
13,20,670,,,,,,,,,,,,,,,,,,
13,21,1028,,,,,,,,,,,,,,,,,,
13,22,267,,,,,,,,,,,,,,,,,,
13,23,113,,,,,,,,,,,,,,,,,,
13,24,17.8,,,,,,,,,,,,,,,,,,
13,25,21.7,,,,,,,,,,,,,,,,,,
13,26,363,,,,,,,,,,,,,,,,,,
13,27,381,,,,,,,,,,,,,,,,,,
13,28,394,,,,,,,,,,,,,,,,,,
13,29,31.7,,,,,,,,,,,,,,,,,,
13,30,16.4,,,,,,,,,,,,,,,,,,
13,31,787,,,,,,,,,,,,,,,,,,
2,19,837,,,,,,,,,,,,,,,,,,
2,20,499,,,,,,,,,,,,,,,,,,
2,21,21.5,,,,,,,,,,,,,,,,,,
2,22,763,,,,,,,,,,,,,,,,,,
2,23,1078,,,,,,,,,,,,,,,,,,
2,24,1031,,,,,,,,,,,,,,,,,,
2,25,998,,,,,,,,,,,,,,,,,,
2,26,1291,,,,,,,,,,,,,,,,,,
2,27,1235,,,,,,,,,,,,,,,,,,
2,28,1128,,,,,,,,,,,,,,,,,,
2,29,1022,,,,,,,,,,,,,,,,,,
2,30,1021,,,,,,,,,,,,,,,,,,
2,31,424,,,,,,,,,,,,,,,,,,
3,19,384,,,,,,,,,,,,,,,,,,
3,20,670,,,,,,,,,,,,,,,,,,
3,21,1028,,,,,,,,,,,,,,,,,,
3,22,267,,,,,,,,,,,,,,,,,,
3,23,114,,,,,,,,,,,,,,,,,,
3,24,18.2,,,,,,,,,,,,,,,,,,
3,25,22.7,,,,,,,,,,,,,,,,,,
3,26,361,,,,,,,,,,,,,,,,,,
3,27,380,,,,,,,,,,,,,,,,,,
3,28,393,,,,,,,,,,,,,,,,,,
3,29,32.1,,,,,,,,,,,,,,,,,,
3,30,16.2,,,,,,,,,,,,,,,,,,
3,31,787,,,,,,,,,,,,,,,,,,
4,19,758,,,,,,,,,,,,,,,,,,
4,20,747,,,,,,,,,,,,,,,,,,
4,21,1262,,,,,,,,,,,,,,,,,,
4,22,558,,,,,,,,,,,,,,,,,,
4,23,491,,,,,,,,,,,,,,,,,,
4,24,388,,,,,,,,,,,,,,,,,,
4,25,396,,,,,,,,,,,,,,,,,,
4,26,34.2,,,,,,,,,,,,,,,,,,
4,27,4.4,,,,,,,,,,,,,,,,,,
4,28,78.5,,,,,,,,,,,,,,,,,,
4,29,412,,,,,,,,,,,,,,,,,,
4,30,366,,,,,,,,,,,,,,,,,,
4,31,1077,,,,,,,,,,,,,,,,,,
5,19,21.7,,,,,,,,,,,,,,,,,,
5,20,686,,,,,,,,,,,,,,,,,,
5,21,776,,,,,,,,,,,,,,,,,,
5,22,287,,,,,,,,,,,,,,,,,,
5,23,351,,,,,,,,,,,,,,,,,,
5,24,377,,,,,,,,,,,,,,,,,,
5,25,349,,,,,,,,,,,,,,,,,,
5,26,726,,,,,,,,,,,,,,,,,,
5,27,743,,,,,,,,,,,,,,,,,,
5,28,756,,,,,,,,,,,,,,,,,,
5,29,361,,,,,,,,,,,,,,,,,,
5,30,379,,,,,,,,,,,,,,,,,,
5,31,425,,,,,,,,,,,,,,,,,,
7,19,723,,,,,,,,,,,,,,,,,,
7,20,716,,,,,,,,,,,,,,,,,,
7,21,1232,,,,,,,,,,,,,,,,,,
7,22,511,,,,,,,,,,,,,,,,,,
7,23,461,,,,,,,,,,,,,,,,,,
7,24,358,,,,,,,,,,,,,,,,,,
7,25,363,,,,,,,,,,,,,,,,,,
7,26,85.1,,,,,,,,,,,,,,,,,,
7,27,80.7,,,,,,,,,,,,,,,,,,
7,28,57.2,,,,,,,,,,,,,,,,,,
7,29,381,,,,,,,,,,,,,,,,,,
7,30,333,,,,,,,,,,,,,,,,,,
7,31,1031,,,,,,,,,,,,,,,,,,
8,19,375,,,,,,,,,,,,,,,,,,
8,20,557,,,,,,,,,,,,,,,,,,
8,21,914,,,,,,,,,,,,,,,,,,
8,22,153,,,,,,,,,,,,,,,,,,
8,23,181,,,,,,,,,,,,,,,,,,
8,24,134,,,,,,,,,,,,,,,,,,
8,25,101,,,,,,,,,,,,,,,,,,
8,26,394,,,,,,,,,,,,,,,,,,
8,27,413,,,,,,,,,,,,,,,,,,
8,28,419,,,,,,,,,,,,,,,,,,
8,29,125,,,,,,,,,,,,,,,,,,
8,30,124,,,,,,,,,,,,,,,,,,
8,31,671,,,,,,,,,,,,,,,,,,
6,19,335,,,,,,,,,,,,,,,,,,
6,20,627,,,,,,,,,,,,,,,,,,
6,21,985,,,,,,,,,,,,,,,,,,
6,22,224,,,,,,,,,,,,,,,,,,
6,23,106,,,,,,,,,,,,,,,,,,
6,24,71.5,,,,,,,,,,,,,,,,,,
6,25,35.9,,,,,,,,,,,,,,,,,,
6,26,407,,,,,,,,,,,,,,,,,,
6,27,425,,,,,,,,,,,,,,,,,,
6,28,438,,,,,,,,,,,,,,,,,,
6,29,57.1,,,,,,,,,,,,,,,,,,
6,30,61,,,,,,,,,,,,,,,,,,
6,31,738,,,,,,,,,,,,,,,,,,
1,19,418,,,,,,,,,,,,,,,,,,
1,20,583,,,,,,,,,,,,,,,,,,
1,21,408,,,,,,,,,,,,,,,,,,
1,22,581,,,,,,,,,,,,,,,,,,
1,23,774,,,,,,,,,,,,,,,,,,
1,24,800,,,,,,,,,,,,,,,,,,
1,25,771,,,,,,,,,,,,,,,,,,
1,26,1064,,,,,,,,,,,,,,,,,,
1,27,1083,,,,,,,,,,,,,,,,,,
1,28,1089,,,,,,,,,,,,,,,,,,
1,29,785,,,,,,,,,,,,,,,,,,
1,30,794,,,,,,,,,,,,,,,,,,
1,31,2.7,,,,,,,,,,,,,,,,,,
